"Qty","Designator","Part","Comment","Footprint"
"1","LOGO701","LOGO","LOGO","OSHWA"
"8","SW501,SW502,SW503,SW504,SW505,SW506,SW507,SW508","CPG135001D02","CPG135001D02","KEY-TH_CPG135001D0X"
