Designator,Helper,Footprint,Mid X,Mid Y,Rotation,Layer
SW501,CPG135001D02,KEY-TH_CPG135001D0X,-40.0050,-13.3350,0.0,bottom
SW502,CPG135001D02,KEY-TH_CPG135001D0X,-40.0050,-40.0050,0.0,bottom
SW503,CPG135001D02,KEY-TH_CPG135001D0X,-13.3350,-13.3350,0.0,bottom
SW504,CPG135001D02,KEY-TH_CPG135001D0X,-13.3350,-40.0050,0.0,bottom
SW505,CPG135001D02,KEY-TH_CPG135001D0X,13.3350,-13.3350,0.0,bottom
SW506,CPG135001D02,KEY-TH_CPG135001D0X,13.3350,-40.0050,0.0,bottom
SW507,CPG135001D02,KEY-TH_CPG135001D0X,40.0050,-13.3350,0.0,bottom
SW508,CPG135001D02,KEY-TH_CPG135001D0X,40.0050,-40.0050,0.0,bottom
